TSNE1,TSNE2,File,Path,Dataset
-13.778323,-16.546854,genesis-anomalies.test.csv@17.out,data/raw/Genesis/genesis-anomalies.test.csv@17.out,2.0
-13.676858,-15.152607,genesis-anomalies.test.csv@3.out,data/raw/Genesis/genesis-anomalies.test.csv@3.out,2.0
-17.199516,-9.1003065,genesis-anomalies.test.csv@5.out,data/raw/Genesis/genesis-anomalies.test.csv@5.out,2.0
-13.784209,16.374388,genesis-anomalies.test.csv@6.out,data/raw/Genesis/genesis-anomalies.test.csv@6.out,2.0
-6.4283624,-22.42964,001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.out,data/raw/KDD21/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.out,3.0
-13.990768,-13.013519,002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.out,data/raw/KDD21/002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.out,3.0
-13.992102,-13.0165415,003_UCR_Anomaly_DISTORTED3sddb40_35000_46600_46900.out,data/raw/KDD21/003_UCR_Anomaly_DISTORTED3sddb40_35000_46600_46900.out,3.0
9.510093,-20.450453,004_UCR_Anomaly_DISTORTEDBIDMC1_2500_5400_5600.out,data/raw/KDD21/004_UCR_Anomaly_DISTORTEDBIDMC1_2500_5400_5600.out,3.0
15.85983,-18.185446,005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out,data/raw/KDD21/005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out,3.0
14.969724,-17.691196,006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727.out,data/raw/KDD21/006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727.out,3.0
15.0834465,-17.434656,007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3_4000_6520_6544.out,data/raw/KDD21/007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3_4000_6520_6544.out,3.0
15.918132,-17.770918,008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597.out,data/raw/KDD21/008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597.out,3.0
15.635818,-17.278158,009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900.out,data/raw/KDD21/009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900.out,3.0
15.402884,-17.302366,010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054.out,data/raw/KDD21/010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054.out,3.0
9.07513,-11.189709,011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100.out,data/raw/KDD21/011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100.out,3.0
8.972569,-11.223581,012_UCR_Anomaly_DISTORTEDECG2_15000_16000_16100.out,data/raw/KDD21/012_UCR_Anomaly_DISTORTEDECG2_15000_16000_16100.out,3.0
7.3020816,-10.009186,013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100.out,data/raw/KDD21/013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100.out,3.0
7.7513266,-9.731777,014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100.out,data/raw/KDD21/014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100.out,3.0
-6.576142,-27.638355,015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100.out,data/raw/KDD21/015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100.out,3.0
8.447099,-9.220208,016_UCR_Anomaly_DISTORTEDECG4_5000_16900_17100.out,data/raw/KDD21/016_UCR_Anomaly_DISTORTEDECG4_5000_16900_17100.out,3.0
8.478483,-9.023572,017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.out,data/raw/KDD21/017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.out,3.0
7.532427,-9.657855,018_UCR_Anomaly_DISTORTEDECG4_8000_17000_17100.out,data/raw/KDD21/018_UCR_Anomaly_DISTORTEDECG4_8000_17000_17100.out,3.0
-8.741389,-26.203817,019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212.out,data/raw/KDD21/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212.out,3.0
-9.009913,-26.123852,020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.out,data/raw/KDD21/020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.out,3.0
-8.692363,-25.941736,021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out,data/raw/KDD21/021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out,3.0
-8.673881,-26.032969,022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.out,data/raw/KDD21/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.out,3.0
-8.948902,-26.202997,023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.out,data/raw/KDD21/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.out,3.0
-9.137987,-25.412563,024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556.out,data/raw/KDD21/024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556.out,3.0
-9.174376,-25.367247,025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634.out,data/raw/KDD21/025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634.out,3.0
-7.738442,-27.626385,026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854.out,data/raw/KDD21/026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854.out,3.0
-5.4296865,-29.123955,027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199.out,data/raw/KDD21/027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199.out,3.0
-5.223431,-28.949902,028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309.out,data/raw/KDD21/028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309.out,3.0
-5.6209774,-28.929367,029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587.out,data/raw/KDD21/029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587.out,3.0
-5.6256986,-29.265429,030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.out,data/raw/KDD21/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.out,3.0
-5.4709373,-28.880455,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.out,data/raw/KDD21/031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.out,3.0
-4.657386,-29.40111,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.out,data/raw/KDD21/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.out,3.0
-7.920441,-27.509005,033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.out,data/raw/KDD21/033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.out,3.0
-7.973034,-26.311195,034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.out,data/raw/KDD21/034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.out,3.0
-9.533906,-25.789188,035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.out,data/raw/KDD21/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.out,3.0
-4.428518,-29.331911,036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681.out,data/raw/KDD21/036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681.out,3.0
31.393604,-4.595595,037_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG1_5000_17210_17260.out,data/raw/KDD21/037_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG1_5000_17210_17260.out,3.0
31.021282,-5.3692713,038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2_5000_27862_27932.out,data/raw/KDD21/038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2_5000_27862_27932.out,3.0
31.112486,-4.6231833,039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420.out,data/raw/KDD21/039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420.out,3.0
30.819508,-5.5056024,040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520.out,data/raw/KDD21/040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520.out,3.0
31.054487,-5.6599565,041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520.out,data/raw/KDD21/041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520.out,3.0
30.583443,-5.1529803,042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out,data/raw/KDD21/042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out,3.0
-13.009616,7.0784507,043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440.out,data/raw/KDD21/043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440.out,3.0
1.5867798,12.863328,044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821.out,data/raw/KDD21/044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821.out,3.0
1.7476019,12.732266,045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717.out,data/raw/KDD21/045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717.out,3.0
1.5985523,13.222399,046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477.out,data/raw/KDD21/046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477.out,3.0
1.5044829,13.270787,047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077.out,data/raw/KDD21/047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077.out,3.0
8.64637,-19.628036,048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085.out,data/raw/KDD21/048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085.out,3.0
9.141139,-19.206287,049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380.out,data/raw/KDD21/049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380.out,3.0
8.829037,-19.4948,050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085.out,data/raw/KDD21/050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085.out,3.0
9.130772,-19.104662,051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.out,data/raw/KDD21/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.out,3.0
8.939697,-19.309013,052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.out,data/raw/KDD21/052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.out,3.0
8.964215,3.1964548,053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.out,data/raw/KDD21/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.out,3.0
8.924193,3.2169173,054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979.out,data/raw/KDD21/054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979.out,3.0
5.485151,-6.6633363,055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100.out,data/raw/KDD21/055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100.out,3.0
5.321549,-6.3322983,056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.out,data/raw/KDD21/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.out,3.0
5.44689,-6.6433835,057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100.out,data/raw/KDD21/057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100.out,3.0
5.5266647,-6.3779345,058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.out,data/raw/KDD21/058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.out,3.0
-7.019362,-26.581276,059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800.out,data/raw/KDD21/059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800.out,3.0
-7.19995,-27.055607,060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800.out,data/raw/KDD21/060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800.out,3.0
-7.1240687,-27.15719,061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500.out,data/raw/KDD21/061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500.out,3.0
-5.760055,-27.047108,062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180.out,data/raw/KDD21/062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180.out,3.0
-5.4936085,-27.023005,063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850.out,data/raw/KDD21/063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850.out,3.0
-5.697946,-27.060898,064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200.out,data/raw/KDD21/064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200.out,3.0
13.977352,-15.328166,065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.out,data/raw/KDD21/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.out,3.0
13.699428,-15.32622,066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025.out,data/raw/KDD21/066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025.out,3.0
14.184583,-15.188098,067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050.out,data/raw/KDD21/067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050.out,3.0
14.163831,-15.247657,068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.out,data/raw/KDD21/068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.out,3.0
13.6714945,-15.212603,069_UCR_Anomaly_DISTORTEDinsectEPG5_3200_8500_8501.out,data/raw/KDD21/069_UCR_Anomaly_DISTORTEDinsectEPG5_3200_8500_8501.out,3.0
5.010058,-9.826196,070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800.out,data/raw/KDD21/070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800.out,3.0
3.831358,-8.301534,071_UCR_Anomaly_DISTORTEDltstdbs30791AS_23000_52600_52800.out,data/raw/KDD21/071_UCR_Anomaly_DISTORTEDltstdbs30791AS_23000_52600_52800.out,3.0
4.8321834,-7.6973443,072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800.out,data/raw/KDD21/072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800.out,3.0
-4.81884,-26.972454,073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.out,data/raw/KDD21/073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.out,3.0
8.301749,-2.792659,074_UCR_Anomaly_DISTORTEDqtdbSel1005V_4000_12400_12800.out,data/raw/KDD21/074_UCR_Anomaly_DISTORTEDqtdbSel1005V_4000_12400_12800.out,3.0
15.128943,-13.338843,075_UCR_Anomaly_DISTORTEDqtdbSel100MLII_4000_13400_13800.out,data/raw/KDD21/075_UCR_Anomaly_DISTORTEDqtdbSel100MLII_4000_13400_13800.out,3.0
-6.7239122,-27.965273,076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.out,data/raw/KDD21/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.out,3.0
-7.069957,-28.659834,077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.out,data/raw/KDD21/077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.out,3.0
-6.6426625,-26.804878,078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412.out,data/raw/KDD21/078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412.out,3.0
-6.5826273,-27.72297,079_UCR_Anomaly_DISTORTEDresperation2_30000_168250_168250.out,data/raw/KDD21/079_UCR_Anomaly_DISTORTEDresperation2_30000_168250_168250.out,3.0
-6.560786,-27.257244,080_UCR_Anomaly_DISTORTEDresperation2_30000_168250_168251.out,data/raw/KDD21/080_UCR_Anomaly_DISTORTEDresperation2_30000_168250_168251.out,3.0
-7.383629,-29.019142,081_UCR_Anomaly_DISTORTEDresperation3_45000_158250_158251.out,data/raw/KDD21/081_UCR_Anomaly_DISTORTEDresperation3_45000_158250_158251.out,3.0
-7.0750756,-28.638609,082_UCR_Anomaly_DISTORTEDresperation4_70000_128430_128431.out,data/raw/KDD21/082_UCR_Anomaly_DISTORTEDresperation4_70000_128430_128431.out,3.0
-6.5561094,-27.361723,083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.out,data/raw/KDD21/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.out,3.0
5.226741,7.1724777,084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874.out,data/raw/KDD21/084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874.out,3.0
7.356509,-5.2890487,085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.out,data/raw/KDD21/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.out,3.0
-17.13556,-14.732966,086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.out,data/raw/KDD21/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.out,3.0
23.744078,-8.745017,087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740.out,data/raw/KDD21/087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740.out,3.0
3.5841677,-1.6697752,088_UCR_Anomaly_DISTORTEDsel840mECG2_20000_49370_49740.out,data/raw/KDD21/088_UCR_Anomaly_DISTORTEDsel840mECG2_20000_49370_49740.out,3.0
-6.2886133,-24.57636,089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.out,data/raw/KDD21/089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.out,3.0
-6.258012,-24.530525,090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985.out,data/raw/KDD21/090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985.out,3.0
-6.2548227,-24.488234,091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370.out,data/raw/KDD21/091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370.out,3.0
-6.262698,-24.535917,092_UCR_Anomaly_DISTORTEDtiltAPB4_20000_67995_67996.out,data/raw/KDD21/092_UCR_Anomaly_DISTORTEDtiltAPB4_20000_67995_67996.out,3.0
-20.724352,-10.453878,093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.out,data/raw/KDD21/093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.out,3.0
11.853545,-18.639475,094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.out,data/raw/KDD21/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.out,3.0
15.980529,-17.462765,095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out,data/raw/KDD21/095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out,3.0
9.790877,-7.563165,096_UCR_Anomaly_NOISEECG4_5000_16900_17100.out,data/raw/KDD21/096_UCR_Anomaly_NOISEECG4_5000_16900_17100.out,3.0
-22.968052,-12.970829,097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993.out,data/raw/KDD21/097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993.out,3.0
-23.329897,-12.918166,098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199.out,data/raw/KDD21/098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199.out,3.0
-23.064768,-13.373733,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.out,data/raw/KDD21/099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.out,3.0
31.568491,-4.5393863,100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260.out,data/raw/KDD21/100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260.out,3.0
31.161345,-4.9063354,101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520.out,data/raw/KDD21/101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520.out,3.0
-11.397285,6.689897,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.out,data/raw/KDD21/102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.out,3.0
12.159126,-18.025816,103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out,data/raw/KDD21/103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.out,3.0
9.060876,-3.6624446,104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100.out,data/raw/KDD21/104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100.out,3.0
-23.2147,-12.920271,105_UCR_Anomaly_NOISEgait3_24500_59900_60500.out,data/raw/KDD21/105_UCR_Anomaly_NOISEgait3_24500_59900_60500.out,3.0
-23.68765,-13.560339,106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.out,data/raw/KDD21/106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.out,3.0
14.83919,-15.181723,107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050.out,data/raw/KDD21/107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050.out,3.0
-23.420204,-13.349708,108_UCR_Anomaly_NOISEresperation2_30000_168250_168250.out,data/raw/KDD21/108_UCR_Anomaly_NOISEresperation2_30000_168250_168250.out,3.0
-10.418251,-32.08312,109_UCR_Anomaly_1sddb40_35000_52000_52620.out,data/raw/KDD21/109_UCR_Anomaly_1sddb40_35000_52000_52620.out,3.0
-13.398215,-12.901453,110_UCR_Anomaly_2sddb40_35000_56600_56900.out,data/raw/KDD21/110_UCR_Anomaly_2sddb40_35000_56600_56900.out,3.0
