Path,Dataset,File,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr,DN_Mean,DN_Spread_Std
data/raw/Daphnet/S03R02E0.test.csv@3.out,Daphnet,S03R02E0.test.csv@3.out,1.472518051548004,0.3955249387431534,0.7942734546737837,3,0.05598670859546076,-8.646357174669303,0.5060400264438969,517.0,0.03281760989040589,9,0.031101691199149486,1.0,0.5,-0.3856370192307692,-0.39567307692307696,0.23046425889933939,9.0,1.8272884084679122,0.68,0.58,1.1786724878917072,1.1824542171427483,392.3037860576923,365.83335150017075
data/raw/Daphnet/S03R02E0.test.csv@4.out,Daphnet,S03R02E0.test.csv@4.out,-1.2501854886282289,-0.517795927284801,4.475722438965536,7,0.3755218143625855,-0.32527262132696017,0.3548891159324479,1312.0,0.07407407407407407,13,0.08238270200670417,6.0,0.00020181634712411706,-0.31878004807692306,-0.3114182692307692,0.8326514330445491,14.0,1.746508597519951,0.48,0.44,0.24754614964506166,0.6967585796033138,-635.3289663461538,505.7417794439512
data/raw/Daphnet/S03R02E0.test.csv@6.out,Daphnet,S03R02E0.test.csv@6.out,-0.4116253538532293,0.5130547391333531,2.1769819711210863,6,0.062059522752730224,-0.805105228112361,0.8174169120740429,177.0,0.011710819367120958,12,0.05747313288518668,2.0,0.25,-0.2981370192307692,-0.34387019230769234,0.7130374733023512,11.0,1.9209596457045122,0.5,0.52,0.500077736850752,0.9640704970132776,108.78209134615385,226.6189156545848
data/raw/Daphnet/S03R02E0.test.csv@7.out,Daphnet,S03R02E0.test.csv@7.out,1.1359484846105627,0.5903627706077352,2640.270351896234,6,0.5416301364706946,0.017952269876564512,0.5076026203497807,8098.0,0.16666666666666669,12,0.23756688206811352,5.0,0.0005403458213256485,0.5049278846153846,-0.3451923076923077,0.9559532160068358,12.0,1.6225998168421385,0.16,0.34,0.00038349519697143555,0.4722397701357448,286.06298076923076,333.58644724164617
data/raw/Daphnet/S03R02E0.test.csv@8.out,Daphnet,S03R02E0.test.csv@8.out,-2.4305210385264013,-0.9174543890183653,2.646070637329785,4,0.12953679033504636,-0.28153740538167205,0.8037141655147545,1222.0,0.07407407407407407,16,0.04824560648477345,3.0,0.0003610760064993681,-0.38401442307692313,-0.13251201923076927,0.6401045466831246,11.0,1.6945540636519711,0.6,0.46,0.3399684921151776,0.8657953430715681,915.7249399038461,148.2089371759754
data/raw/Daphnet/S03R02E0.test.csv@9.out,Daphnet,S03R02E0.test.csv@9.out,0.01588130681861122,0.787819769467343,652.952670307104,8,0.03494045324086692,-0.14485824981688974,0.813810926137388,2502.0,0.1111111111111111,12,0.06080203328713319,7.0,0.00018298261665141812,0.44026442307692304,-0.32878605769230773,0.7806565241680423,10.0,1.7742953178618925,0.16,0.28,0.006135923151542969,0.6561537725936427,-30.697295673076923,106.8738040554683
data/raw/Daphnet/S06R01E2.test.csv@5.out,Daphnet,S06R01E2.test.csv@5.out,-2.829194246576864,-0.15613461744751334,5.895244196555426,14,0.007514964708651038,-0.004106898978571947,0.11172311418414782,5993.0,0.07407407407407407,186,0.023759503208952492,13.0,0.0001408252358822701,-0.652109375,0.6294921874999999,0.8296106468787562,13.0,1.3842322339375024,0.8,0.42,0.17180584824320314,0.6584265204128521,355.878359375,642.8962456627788
data/raw/Daphnet/S08R01E0.test.csv@4.out,Daphnet,S08R01E0.test.csv@4.out,1.2718201509255018,0.6244833498035325,2.0152282100261116,4,0.11164081106570375,0.3526910973266312,0.8840953869148719,74.0,0.0035671819262782407,6,0.08937946586257663,3.0,0.0039603960396039604,0.2786005434782608,0.6369565217391304,0.5929566443816237,16.0,1.8679325412512413,0.12,0.52,0.47975249141126586,0.9525944498803967,-214.1100543478261,178.96402583509527
data/raw/Daphnet/S09R01E0.test.csv@1.out,Daphnet,S09R01E0.test.csv@1.out,1.382936794301437,-0.8817728309738202,2.408934318931142,7,0.11159753575324528,-0.9078673293901415,0.6687154911969997,27.0,0.00246317291901576,33,0.07444088829310261,6.0,0.1,0.04822916666666677,0.0012499999999999734,0.673506525260666,10.0,1.8972198919535224,0.24,0.12,0.37812626421383544,0.8963333273618463,167.55864583333334,554.5744081196941
data/raw/Daphnet/S09R01E0.test.csv@2.out,Daphnet,S09R01E0.test.csv@2.out,-0.07400843875966467,-0.6780097958038311,4.341327021046547,13,0.18251263099072046,-0.28685614530353215,0.7375768309198875,20.0,0.005102924796100248,26,0.07389082646583839,6.0,0.14285714285714285,0.12302083333333336,0.027812500000000018,0.841495709591721,12.0,1.7747041142639435,0.22,0.12,0.25847576275874756,0.6955311580198941,1122.864375,396.7706317296836
data/raw/Daphnet/S09R01E0.test.csv@4.out,Daphnet,S09R01E0.test.csv@4.out,-1.1896344726992978,-0.5804166095501062,2.9242716452196493,19,0.18588064474660584,0.14617891580234837,0.8103969163454526,26.0,0.008307260092042398,30,0.12344489233557504,6.0,0.2857142857142857,0.07406249999999992,-0.005520833333333308,0.7655273651220186,13.0,1.730581938610821,0.28,0.14,0.2715145994557764,0.8191982034321016,-165.21958333333333,361.7753406978255
data/raw/Daphnet/S09R01E0.test.csv@5.out,Daphnet,S09R01E0.test.csv@5.out,0.7306939183697376,0.2884919651677409,1.75182412748677,3,0.09399238644816109,0.10703564076030156,0.8721741848109178,27.0,0.0034649695564730235,3,0.12354295586202181,2.0,0.2,0.040729166666666705,-0.04770833333333335,0.5648785318436454,9.0,1.8889679195818703,0.28,0.88,0.5077476407901806,0.969259297806235,971.8389583333334,132.97091877190388
data/raw/Daphnet/S09R01E0.test.csv@6.out,Daphnet,S09R01E0.test.csv@6.out,0.09940488898961952,-0.4425012384291671,2.3978295333022834,7,0.10404658318168299,0.15749272678819706,0.885092197103865,40.0,0.008657172250271596,27,0.13398652718269294,4.0,0.3333333333333333,0.06208333333333327,0.12354166666666666,0.7128215564944016,13.0,1.7563944159560236,0.18,0.16,0.4318155917898364,0.8970151312626701,159.58416666666668,225.50031050961613
data/raw/Daphnet/S09R01E0.test.csv@7.out,Daphnet,S09R01E0.test.csv@7.out,0.5021485893792514,0.025849579402043465,2.9965640078891305,21,0.1977514721154287,0.1202730520011989,0.8258151890821961,91.0,0.0022545626069634993,35,0.2019428049012357,10.0,0.18181818181818182,0.13187499999999996,-0.11093750000000002,0.7153338715223393,12.0,1.74115182623198,0.28,0.14,0.17832526659171755,0.8100103202514051,48.92520833333333,95.73817926302657
data/raw/Daphnet/S09R01E0.test.csv@8.out,Daphnet,S09R01E0.test.csv@8.out,-0.7391810395841856,-0.1928795692620866,1.9693853994588673,3,0.06584174617146482,-0.10278835780144088,0.8646734034795291,17.0,0.0014127703027474248,4,0.162924382603289,2.0,0.25,0.013229166666666625,0.05750000000000011,0.6335599065950955,10.0,1.8313605123018286,0.3,0.2,0.3516650956228064,0.9376314036225379,1015.405625,127.31065863504514
data/raw/Daphnet/S09R01E0.test.csv@9.out,Daphnet,S09R01E0.test.csv@9.out,-0.3623920390140567,0.14903966106915112,1.9329016633439724,4,0.06511642470211448,-0.22407681058340348,0.8555057818522763,139.0,0.002379382237809777,6,0.14772579141162287,3.0,0.08333333333333333,-0.11854166666666666,0.1100000000000001,0.5685764308463345,8.0,1.9239392770320172,0.28,0.12,0.562587453957096,0.9635040675127114,49.08385416666667,69.21745365850526
data/raw/Daphnet/S09R01E2.test.csv@4.out,Daphnet,S09R01E2.test.csv@4.out,-0.014569957343528728,-5.4184212173981905,2.2343450508335,3,3.9559107918138916e-08,0.0925496551967672,0.34591891815108383,930.0,0.1111111111111111,25,0.016140202711363325,2.0,9.030976248532467e-05,-0.6033806818181818,0.3813352272727273,0.5751005360732023,14.0,1.5621790404038371,0.5,0.54,0.40660078258896454,0.9036303848545578,-417.64451704545456,333.25306588504895
data/raw/Daphnet/S09R01E2.test.csv@8.out,Daphnet,S09R01E2.test.csv@8.out,0.5253411168385758,-0.4767285208709393,1.8241664875026498,3,0.028827431069686233,0.04076142237282458,0.7039972726497912,260.0,0.012666972669834922,4,0.06833487091393621,2.0,0.2857142857142857,-0.6327272727272728,-0.6300284090909091,0.5914721905271263,11.0,1.8712537069228097,0.7,0.64,0.47246608266880863,0.9825365049338513,990.7465909090909,60.82411611563916
data/raw/Daphnet/S09R01E4.test.csv@1.out,Daphnet,S09R01E4.test.csv@1.out,1.6146218695021952,0.3995447031202035,1.8503078801784094,13,0.09057674112674635,-2.7020229211308804,0.4746327742473174,821.0,0.023238902832093702,21,0.03570338343740816,8.0,0.1111111111111111,-0.24062499999999998,-0.14052083333333332,0.5534679318748269,12.0,1.8050431824504618,0.44,0.38,0.5349757997751526,0.9624474827588789,207.885625,356.1913695479136
data/raw/Daphnet/S09R01E4.test.csv@2.out,Daphnet,S09R01E4.test.csv@2.out,-0.7553491093925269,0.9173977918481011,2.9787358613258057,12,0.017662916810486904,-4.707275342810613,0.6596520470882383,22.0,0.0056876109143536805,25,0.02423080307352504,5.0,0.14285714285714285,0.36187499999999995,-0.47187500000000004,0.6663042919359551,11.0,1.9976865335294969,0.16,0.32,0.32635441262269166,0.8609201775524123,1030.960625,235.60049623030685
data/raw/Daphnet/S09R01E4.test.csv@3.out,Daphnet,S09R01E4.test.csv@3.out,0.7829479646252082,-0.1736872558251923,2.080029063579263,6,0.049282176661496896,1.5227275483229818,0.7645588082091884,752.0,0.026885538534915685,35,0.0646301988630188,5.0,0.09090909090909091,-0.1278125,-0.2327083333333333,0.6032957044056951,15.0,1.804326249413943,0.16,0.34,0.493941813699209,0.9379749544758975,137.71510416666666,233.8404390909611
data/raw/Daphnet/S09R01E4.test.csv@4.out,Daphnet,S09R01E4.test.csv@4.out,-0.833638610107803,0.05736371172682464,179.5408176275351,9,0.12328120231811535,0.5865514676702415,0.481091780393791,923.0,0.04000000000000001,28,0.057671833385647825,8.0,0.0011743981209630064,-0.448125,0.39760416666666676,0.8064433088184995,10.0,1.6022162972666116,0.36,0.34,0.01994175024251465,0.6634426182831333,-368.90229166666666,329.51653750515464
data/raw/Daphnet/S09R01E4.test.csv@6.out,Daphnet,S09R01E4.test.csv@6.out,0.17439113635436332,-0.5696673640861425,217.26502017135422,9,0.07631905008448954,-0.10789866158885515,0.5647463277424731,1730.0,0.08000000000000002,25,0.07233780718243173,8.0,0.0005491488193300384,0.21588541666666672,0.95,0.9084325814599862,11.0,1.497244896732494,0.32,0.24,0.004985437560628662,0.4577653843454017,322.3695833333333,300.6484031397565
data/raw/Dodgers/101-freeway-traffic.test.out,Dodgers,101-freeway-traffic.test.out,-0.8417949256151916,-1.1733302350499062,40.04598733030246,143,0.41021636478469437,0.006222647727529792,0.8703744121907181,178.0,0.002633404480415303,287,0.14338650556306062,40.0,0.013333333333333334,0.11634920634920642,-0.018730158730158708,0.8925694660306143,10.0,1.7064666888351592,0.46,0.42,0.021859226227371825,0.44268703829187306,19.65281746031746,13.724028393108398
data/raw/Genesis/genesis-anomalies.test.csv@1.out,Genesis,genesis-anomalies.test.csv@1.out,0.011865420808236049,-0.2853957876702604,22.108018413136993,67,0.2814812086519873,-0.0052138540779881155,0.4336272273259757,151.0,0.004315849737966266,184,0.202904146277104,40.0,0.016129032258064516,0.009278668310727545,0.033785450061652345,0.7426160390935902,5.0,1.7209610627074476,0.6,0.5,0.06634466907605835,0.6998715158985501,-4.714056720098644,397.2936818917064
data/raw/Genesis/genesis-anomalies.test.csv@13.out,Genesis,genesis-anomalies.test.csv@13.out,0.1497649531926568,0.2882591117322746,31.798483848063203,256,0.3755143902686626,0.0,0.005179110919292188,410.0,0.33333333333333337,377,0.3218877115541859,40.0,0.0392156862745098,-0.0004932182490752224,0.025893958076448786,0.9806288761577615,2.0,0.0,0.52,0.5,0.03374757733348633,0.2486405683913526,0.8459309494451295,0.3610260571798551
data/raw/Genesis/genesis-anomalies.test.csv@17.out,Genesis,genesis-anomalies.test.csv@17.out,0.7686730946220711,0.868720258759208,60.5846076908835,186,0.6350021379086797,0.0,0.005179110919292188,220.0,0.04169028722600151,377,0.45059661606739787,40.0,0.010416666666666666,0.0409371146732429,-0.02281134401972873,0.9897343698619933,2.0,0.72506431529161,0.58,0.5,0.016873788666743165,0.17961612258097254,0.5158446362515413,0.4997642904846749
data/raw/Genesis/genesis-anomalies.test.csv@3.out,Genesis,genesis-anomalies.test.csv@3.out,-0.8503085171813405,-0.38976207015031106,34.98125723229721,102,0.5062786580233446,-0.019338400147966,0.34299278623836243,102.0,0.10534074074074076,187,0.1376795223166523,40.0,0.018518518518518517,0.044143033292231904,0.014549938347718783,0.9704728086299029,5.0,0.6164663378130248,0.52,0.46,0.032980586939543456,0.2774264634035245,139.40024660912454,57928.03347411889
data/raw/Genesis/genesis-anomalies.test.csv@5.out,Genesis,genesis-anomalies.test.csv@5.out,0.04282743657805921,-0.2470359687177508,21.108021120753,59,0.2994012005092488,-0.002105604402775528,0.42616684135890004,222.0,0.0037598009617896304,181,0.20727391512775548,40.0,0.017241379310344827,0.011344019728730004,0.06060419235511705,0.7493854499281295,5.0,1.7086802480052936,0.6,0.5,0.06634466907605835,0.6907715788760475,-1.811960542540074,89.00744119000014
data/raw/Genesis/genesis-anomalies.test.csv@6.out,Genesis,genesis-anomalies.test.csv@6.out,0.14742607520108422,-0.05695434700076074,14.608104252758325,248,0.18761362464268896,0.0,0.005179110919292188,27.0,0.23995390946502054,378,0.14957005251972963,22.0,0.041666666666666664,0.0409371146732429,-0.00012330456226883335,0.9565978308986461,2.0,0.2663451381242885,0.5,0.46,0.07171360183365845,0.3669271316580077,0.06393341553637484,0.24464182753581099
data/raw/KDD21/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.out,KDD21,001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.out,-0.17673145805650847,0.37634243982764914,13.110506762068413,67,0.4607918358868014,0.025773066213411827,0.4101812166328295,214.0,0.009080145982671782,209,0.24024323345383397,40.0,0.15384615384615385,-0.013472022056519817,0.029068237358230387,0.9876467574606211,61.0,1.318732851893444,0.22,0.18,0.06064017802110825,0.2881810766027708,-27.144589641692033,175.47821253413736
data/raw/KDD21/002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.out,KDD21,002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.out,-0.2798060867122456,0.27876243121087674,12.684256417719457,66,0.49566448942585584,0.0266270093652578,0.412525,215.0,0.0067178385416666675,209,0.24254253631114925,40.0,0.16,-0.03131210859864253,-0.007462406719915993,0.9873726704898764,35.0,1.3141148553102282,0.22,0.74,0.06102367321807968,0.29221022483178555,-25.14141229770701,173.01820797086387
data/raw/KDD21/003_UCR_Anomaly_DISTORTED3sddb40_35000_46600_46900.out,KDD21,003_UCR_Anomaly_DISTORTED3sddb40_35000_46600_46900.out,-0.32820430881644524,0.23814255564874642,12.580883905944324,66,0.5062937161837392,0.026753577953164496,0.4171802147526844,215.0,0.007261287314369271,209,0.23992598337071197,40.0,0.16,-0.012850000000000028,-0.0047000000000000375,0.987091057892203,35.0,1.3191415159717494,0.22,0.74,0.0612154208165654,0.2938059100206192,-24.828450739948654,172.6024696760866
data/raw/KDD21/004_UCR_Anomaly_DISTORTEDBIDMC1_2500_5400_5600.out,KDD21,004_UCR_Anomaly_DISTORTEDBIDMC1_2500_5400_5600.out,-1.1789396379660064,-0.9275135005761815,12.704237205227964,41,0.8405689546224571,0.0017424345642332935,0.5753250295481407,51.0,0.020532760223975606,80,1.8339266740459184,18.0,0.631578947368421,-0.04218181818181821,-0.07554545454545458,0.9993158580473998,48.0,1.3395329876036466,0.34,0.24,0.07746602978822999,0.21502972573921184,1130.9490993190125,9315.219071152878
data/raw/KDD21/005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out,KDD21,005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out,-0.5843536017736423,-0.29947627063739257,5.824783714049428,12,0.4982853137015435,0.010794845643301215,0.8490773554930955,68.0,0.003782006363452626,23,0.6542525858893262,8.0,0.6666666666666666,0.15921309872922773,-0.34958455522971654,0.986275176202924,20.0,1.5532496380276894,0.18,0.14,0.26154372433451906,0.45212045828886643,15.19651253608259,5.660075245610949
data/raw/KDD21/006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727.out,KDD21,006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727.out,-0.46367899659029355,-0.18246051856940437,5.815261764258254,12,0.49785972019709823,0.010655873161803713,0.8509104240498595,45.0,0.0033438987463102737,23,0.6408029372619853,8.0,0.6666666666666666,0.16483382209188657,-0.30193059628543495,0.9863533254762402,20.0,1.5444736997803412,0.18,0.14,0.26154372433451906,0.4524688461948567,15.249303124511218,5.641195490298329
data/raw/KDD21/007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3_4000_6520_6544.out,KDD21,007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3_4000_6520_6544.out,-0.4376381170386556,-0.720650662571826,5.811886257601998,12,0.49836147493766125,0.01052363583458396,0.8496883783453502,46.0,0.003665823127967362,23,0.5915428773395963,8.0,0.6666666666666666,0.1598240469208212,-0.3084066471163245,0.986047131629515,19.0,1.5576098036673354,0.18,0.14,0.26154372433451906,0.45311963486143614,15.37434850763678,5.650917142160954
data/raw/KDD21/008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597.out,KDD21,008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597.out,-0.46349151657360865,-0.7482798031643214,5.782370070017541,12,0.49504501355166364,0.011879913654923241,0.8538433337406819,117.0,0.0034443488353235762,23,0.4554967974315753,7.0,0.6666666666666666,0.15945747800586507,-0.3241691104594331,0.9850132560630642,20.0,1.5550127970617345,0.18,0.14,0.26154372433451906,0.45604005457422164,15.162879697238518,5.625115938501672
data/raw/KDD21/009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900.out,KDD21,009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900.out,-0.7521323258767475,-0.46017028079251654,5.724294737161188,12,0.4777562133235296,0.012247172791845697,0.8564096297201516,47.0,0.004054310821621217,23,0.432422500610313,7.0,0.6666666666666666,0.14931573802541553,-0.3091397849462365,0.9858443607208521,19.0,1.5518328862259987,0.18,0.14,0.26154372433451906,0.4577797592041589,15.211302952077242,5.578961863108197
